modalidade,situacao,esfera,orgao,uf,municipio,objeto,valor,abertura,encerramento,numero_pncp,link
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de Material de Consumo (Sementes, Mudas de plantas e Insumos) para uso no Instituto de Microbiologia Paulo de Góes",2452.0,2026-09-18T08:00:00,2026-09-30T12:00:00,33663683000116-1-000419/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15314506001632026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de empresa seguradora para prestação de serviços de seguro automotivo para 4 (quatro) veículos da frota oficial do Instituto Benjamin Constant – IBC, mediante emissão das respectivas apólices, contemplando Seguro Casco, Responsabilidade Civil – RCO e Acidentes Pessoais de Passageiros – APP, pelo período de 12 (doze) meses.",18648.37,2026-09-24T08:00:00,2026-09-30T12:00:00,00394445000101-1-000241/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15200406001712026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Registro de preços para futura e  eventual contratação de empresa especializada na prestação de serviços, sob  demanda, de fornecimento de alimentação tipo coffee break e coquetel,  compreendendo o preparo, fornecimento, transporte, montagem, execução do serviço (fixo e/ou volante), reposição, desmontagem e demais atividades correlatas, incluindo o fornecimento de gêneros alimentícios prontos, industrializados e in natura, bebidas,  mão de obra, utensílios, equipamentos e insumos necessários,",351962.5,2026-09-14T09:00:00,2026-09-30T14:00:00,33618698000162-1-000012/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92809205000112026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação  de  serviços  contínuos  de  manejo,  trato  e  higienização  de  semoventes  (cães  de  faro), executados nas condições do edital e anexos, sendo o item 1 executado em regime de dedicação exclusiva de mão de obra e o item 2 executado sem dedicação exclusiva de mão de obra.",397660.32,2026-09-16T08:00:00,2026-09-30T14:00:00,00394494011928-1-000105/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=20011605000832026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de equipamentos de medição, ferramentas de precisão e insumos laboratoriais para atender às atividades de ensino, pesquisa e extensão das Coordenações de Disciplinas Básicas, Engenharia Elétrica, Engenharia Mecânica e Engenharia Metalúrgica da UnED Angra dos Reis.

",18782.06,2026-09-18T08:00:00,2026-09-30T14:00:00,42441758000105-1-000136/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15301005001102026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de material para procedimento de mergulho do laboratório de Algas.,70703.08,2026-09-21T15:00:00,2026-10-01T08:00:00,37115375000700-1-000048/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=44302005000432026
Dispensa,Divulgada no PNCP,F,,RJ,Niterói,Serviço de instalação de conjunto de mesa e cadeiras industrial ,21040.56,2026-09-28T08:00:00,2026-10-01T08:00:00,00394502000144-1-011913/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=75120006001382026
Dispensa,Divulgada no PNCP,F,,RJ,Niterói, Material de oficina para a divisão de Hidroceanografia do NOc Antares. ,600.0,2026-09-28T08:00:00,2026-10-01T08:00:00,00394502000144-1-011975/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=75120006001332026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de firewall, de pacote de segurança e suporte do fabricante.",0.0,2026-09-28T08:00:00,2026-10-01T08:00:00,06170517000105-1-000125/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=07001706002322026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de serviços especializados de confecção e personalização de 78 (setenta e oito) camisetas, em tecido 100% algodão, malha penteada fio 30.1, na cor azul-marinho, com impressão frontal da identidade visual institucional e impressão traseira contendo QR Code, conforme arte fornecida pelo INPI, conforme condições e exigências estabelecidas neste instrumento.",2719.86,2026-09-22T16:00:00,2026-10-01T08:00:00,42521088000137-1-000067/2025,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=18303806000392025
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Registro de preços para contratação de licenças de uso de software de criação e edição gráfica, editorial e audiovisual, na modalidade de subscrição por 36 (trinta e seis) meses, com direito a atualização de versões e suporte do fabricante, destinadas ao
Fórum de Ciência e Cultura (FCC) da Universidade Federal do Rio de Janeiro  - UFRJ e às unidades a ele vinculadas, conforme especificações do Termo de Referência e seus anexos.",57753.09,2026-09-23T16:00:00,2026-10-01T08:00:00,33663683000116-1-000452/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15316106000452026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Agitador magnético com aquecimento IKA HS 7 - 220V e Banho Maria Digital com Circulação Interna 15 Litros - 220V,7484.94,2026-09-25T08:00:00,2026-10-01T08:00:00,01263896000164-1-000664/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=24012706000592026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de Serviço de Locação de Impressoras Térmicas para Crachá, com Fornecimento de Ribbon",28558.8,2026-09-24T15:30:00,2026-10-01T08:00:00,00394544000185-1-002064/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005906003522026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de recarga de extintores de Dióxido de Carbono (CO2), Pó Químico Seco (PQS tipos ABC e BC) e Água Pressurizada (AP), com colocação do anel de identificação e selo de conformidade do Inmetro, manutenção básica preventiva e corretiva dos equipamentos, incluindo desmontagem completa do extintor, limpeza interna e verificação de corrosão ou danos no cilindro e componentes, troca de peças danificadas e/ou desgastadas, como mangueiras e manômetros, além da realização de ensaio hidrostático, para verificação da resistência e integridade do equipamento, caso a último teste tenha sido realizado há 5 anos ou mais, para para os equipamentos do Instituto de Bioquímica Médica (IBqM), do Instituto de Ciências Biomédicas (ICB) e do Instituto de Microbiologia Paulo de Góes (IMPG), do Centro de Ciências da Saúde (CCS) da Universidade Federal do Rio de Janeiro (UFRJ) conforme termo de referência.",19733.16,2026-09-25T08:00:00,2026-10-01T08:00:00,33663683000116-1-000461/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15314506000172026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Computador de mesa completo (gabinete slim, Intel Core Ultra 5 225, 16 GB DDR5, SSD 500 GB, sem sistema operacional ou com GNU/Linux, kit teclado e mouse, monitor 21,5"" Full HD)
",34437.06,2026-09-25T08:00:00,2026-10-01T08:00:00,33663683000116-1-000462/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15314506000622026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de lavadoras ultrassônicas ,61621.58,2026-09-28T08:00:00,2026-10-01T08:00:00,00394502000144-1-012444/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76572006003072026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Serviço de instalação de circuito fechado de televisão, com fornecimento de 28 câmeras IP com sensores de movimento e visão noturna, equipamentos assessórios, infraestrutura, cabeamento, acabamento e todos materiais e insumos para instalação, configuração, armazenamento e interligação com com plataforma SIM Next da Intelbrás existente, conforme Termo de Referência e anexo – ETP.",60019.13,2026-09-28T08:00:00,2026-10-01T08:00:00,00394502000144-1-012445/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76572006003102026
Dispensa,Divulgada no PNCP,F,,RJ,São Pedro da Aldeia,"Transistor lrf2807, cabo de força Computador Pc Plugue 10 Amperes
Tomada brasileira e fonte ATX 500w.",3502.4,2026-09-25T10:00:00,2026-10-01T08:00:00,00394502000144-1-012446/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=79117006002182026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Contratação de item para uso em eventos institucionais (toldo e climatizador),7761.0,2026-09-28T08:00:00,2026-10-01T08:00:00,00394502000144-1-012447/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76570106000722026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Prestação  de  Serviço  de  Manutenção  Preventiva  em Equipamentos  de  Elevação  de  Carga  (Ponte  Rolante  e Pórtico)

Manutenção  preventiva  integral,  em  conformidade  com  as normas  técnicas  vigentes,  para 02  (dois)  equipamentos conforme detalhamento abaixo: 

Equipamento A: 01 (uma) Ponte Rolante
Capacidade: 10 Toneladas (10T)
Vão: 13,676 metros
Código do equipamento: 75001944
Fabricante: CSM
Componente: Talha elétrica CR3 de 10T (Elevação de 8m) – Código: 75001945

Equipamento B: 01 (um) Pórtico Rolante
Componente: Talha elétrica de 10 Toneladas (10T) (Elevação de 6m)
Fabricante: CLIMBER
Modelo: RC 4104
Número de Série: 0968",27728.0,2026-09-28T08:00:00,2026-10-01T08:00:00,00394452000103-1-020977/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16023706000692026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Prestação de serviços continuados de seguro veicular para 03 (três) ambulâncias, mediante a emissão de apólices individuais, com assistência 24 (vinte e quatro) horas completa e cobertura contra danos materiais, corporais e sinistros.",16260.35,2026-09-28T08:00:00,2026-10-01T08:00:00,00394502000144-1-012459/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=79119106001222026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,AQUISIÇÃO DE PRÓTESES DE ENDOSCOPIA. ( PROCESSO: 25410.013918/2025-84 ),1481932.55,2026-09-10T09:00:00,2026-10-01T08:59:00,00394544000185-1-003215/2025,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005205001392025
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,AQUISIÇÃO DE MEDICAMENTO EQUIVALENTE TERAPÊUTICO,214635.0,2026-09-10T09:00:00,2026-10-01T08:59:00,00394544000185-1-001934/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005205008682026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,AQUISIÇÃO DE MATERIAIS DE CURATIVO.S. ( PROCESSO: 25410.018002/2024-30 ),528947.27,2026-09-25T09:00:00,2026-10-01T08:59:00,00394544000185-1-002073/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005205008872026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,FORNECIMENTO DE RECIPIENTE METÁLICO,0.0,2026-09-21T08:00:00,2026-10-01T09:00:00,23274194000119-1-000096/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=91084705000242026
Pregão - Eletrônico,Suspensa,F,,RJ,Rio de Janeiro,"Aquisição de material de embalagem farmacêutica, destinados ao acondicionamento dos medicamentos",7976980.15,2026-09-18T08:00:00,2026-10-01T09:00:00,00394502000144-1-011512/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76574105000732026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"O presente termo de referência tem por objetivo estabelecer as condições para fornecimento do(s) medicamento(s): CLORIDRATO DE DONEPEZILA 10 MG + CLORIDRATO DE MEMANTINA 10 MG COMPRIMIDO REVESTIDO, CLORIDRATO DE DONEPEZILA 10 MG + CLORIDRATO DE MEMANTINA 15 MG COMPRIMIDO REVESTIDO e CLORIDRATO DE DONEPEZILA 10 MG + CLORIDRATO DE MEMANTINA 20 MG COMPRIMIDO REVESTIDO através do Pregão Eletrônico para Registro de Preços, visando suprir as necessidades da Assessoria de Mandados Judiciais da Secretaria de Estado de Saúde do Rio de Janeiro, de acordo com as condições e especificações constantes neste Termo de Referência e no Edital, sob a égide da Lei n° 14.133/2021.",0.0,2026-09-14T09:56:00,2026-10-01T09:00:00,42498600000171-1-003890/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37406
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Fornecimento de tubo aço. barra chata. barra redonda e tela,0.0,2026-09-21T08:00:00,2026-10-01T09:00:00,23274194000119-1-000101/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=91084705000382026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de Sistema de Purificação de Água,0.0,2026-09-15T08:00:00,2026-10-01T09:00:00,33781055000135-1-001574/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25444605007592026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro, Fornecimento de condutivimentro bancada e condutivimetro portátil.,0.0,2026-09-21T08:00:00,2026-10-01T09:00:00,23274194000119-1-000102/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=91084705000352026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Pregão Eletrônico SRP visando a Aquisição de  equipamentos de cine foto e som e não considerados de Tecnologia da Informação (TIC), conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.",1563532.3,2026-09-21T08:00:00,2026-10-01T09:00:00,33781055000135-1-001622/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25442005000042026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Nova Friburgo,Registro de Preços (SRP) para eventual aquisição de equipamentos de informática e de Tecnologia da Informação e Comunicação (TIC),589900.0,2026-09-21T09:00:00,2026-10-01T09:00:00,00394502000144-1-012044/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76570605001042026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"As gaiolas entomológicas são estruturas teladas essenciais para confinar, criar, transportar e observar insetos sob condições controladas. No âmbito do referido projeto, o material será utilizado para analisar o comportamento alimentar, reprodutivo e bioecológico da lagarta-do-cartucho em ambiente de casa-de-vegetação, visando à seleção de espécies vegetais para consórcio com a cultura do milho orgânico.",0.0,2026-09-25T08:00:00,2026-10-01T09:00:00,00348003000110-1-001066/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=13502306000272026
Dispensa,Divulgada no PNCP,F,,RJ,Niterói,Aquisição de Premio Instrutor Padrão CIAMA 2026,1260.0,2026-09-25T09:00:00,2026-10-01T09:00:00,00394502000144-1-012392/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=79159006000312026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Serviço de manutenção da capela do LIR/SDRN/IDQBRN,12006.0,2026-09-24T14:00:00,2026-10-01T09:00:00,00394452000103-1-020870/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16029106004652026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Telas Metálicas, Identificadores Borne e Outros.",0.0,2026-08-21T08:00:00,2026-10-01T09:30:00,33781055000135-1-001419/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25444605008352026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"A presente contratação justifica-se pela necessidade de assegurar a continuidade dos serviços de coleta, transporte e destinação final ambientalmente adequada dos resíduos sólidos gerados nas dependências do Centro de Instrução Almirante Graça Aranha – CIAGA, compreendendo resíduos orgânicos, recicláveis, rejeitos e resíduos da construção civil (RCC), essenciais à manutenção das condições de higiene, salubridade, organização e preservação ambiental da Organização Militar.",979130.74,2026-09-17T08:00:00,2026-10-01T09:30:00,00394502000144-1-011144/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=75210005001472026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Obtenção de 01 (um) conjunto de 3 (três) Bombas de Incêndio e Sanitário (BIS) para emprego no Navio-Patrulha
de 500t - NPa “Miramar”.",573831.52,2026-09-17T09:30:00,2026-10-01T09:30:00,00394502000144-1-011864/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=74001405001812026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,Contratação de empresa prestadora de serviços continuados de cozinha com cessão de mão de obra especializada.,77026175.55,2026-09-16T17:00:00,2026-10-01T09:59:00,42498600000171-1-003483/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37285
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Fornecimento de um Equipamento de Pré-ajuste (Preset) e Medição de Ferramentas de usinagem com impressora e acessórios a ser entregue, instalado e comissionado na FCN – Componentes da INB – Indústrias Nucleares do Brasil S/A, localizada no Município de Resende, no Estado do Rio de Janeiro, conforme condições, quantidades e características estabelecidas no presente Termo de Referência. O Edital e suplementos referentes a esta licitação estarão disponíveis no site da INB www.inb.gov.br/licitacoes.",0.0,2026-09-16T09:00:00,2026-10-01T09:59:00,37115383000153-1-000117/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=11320605000352026
Pregão - Eletrônico,Suspensa,E,,RJ,Rio de Janeiro,"REGISTRO DE PREÇOS para aquisição de Equipamentos de Proteção Individual (EPI) e demais equipamentos e acessórios destinados ao apoio e à segurança das atividades operacionais desenvolvidas pela CET-Rio, devidamente descritos, caracterizados e especificados neste Edital e/ou no Termo de Referência, na forma da lei.",80010.0,2026-09-17T08:00:00,2026-10-01T10:00:00,42498600000171-1-003646/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98600105014872026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de Medidor de Espessura para atender as demandas de inspeção de matérias prima e desenvolvimento relativas à propriedade de Espessura em papéis, filmes e cartões",0.0,2026-09-18T08:00:00,2026-10-01T10:00:00,34164319000174-1-000174/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=17908305001352026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Pregão para aquisição do medicamento Acitretina 10 mg, visando atendimentos dos pacientes cadastrados no Componente Especializado da Assistência Farmacêutica - CEAF e no banco de mandados judiciais que tiveram decisões judiciais favoráveis, de acordo com as condições e especificações constantes neste Termo de Referência e no Edital, sob a égide da Lei n° 14.133/2021.",0.0,2026-09-14T09:47:00,2026-10-01T10:00:00,42498600000171-1-003888/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37404
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"1.1 Pregão para aquisição do medicamento Colistimetato de sódio 1.000.000 UI - Pó para inalação, com a finalidade de atender aos pacientes cadastrados nesta Secretaria de Estado, em concordância com o TAC, assinado pelo Sr. Secretário de Saúde em 10/12/2001, sob a chancela dos Ministérios Público Federal e Estadual, visando atendimento integral de medicamentos e suplementos nutricionais para os portadores de fibrose cística do estado do Rio de Janeiro.

",0.0,2026-09-14T09:50:00,2026-10-01T10:00:00,42498600000171-1-003889/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37405
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Aquisição de suplemento alimentar com a finalidade de atender aos pacientes portadores de Fibrose Cística do estado do Rio de Janeiro, em concordância com o Termo de Ajustamento de Conduta e Assunção de Obrigações (TAC), assinado pelo Sr. Secretário de Saúde em 10/12/2001, sob a chancela dos Ministérios Público Federal e Estadual.",0.0,2026-09-14T10:05:00,2026-10-01T10:00:00,42498600000171-1-003891/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37407
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Contratação de empresa especializada para a execução de serviços comuns de engenharia de manutenção corretiva destinados à conservação e à preservação do prédio-sede da Procuradoria da República no Município de Resende – PRM-Resende.,490076.55,2026-09-17T08:00:00,2026-10-01T10:00:00,26989715000102-1-001428/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=20004305000322026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de empresa especializada no fornecimento de materiais e equipamentos elétricos, nas condições, quantidades e exigências estabelecidas neste Estudo Técnico Preliminar e no Termo de Referência, em na Requisição de Material apensada conformidade com o Documento de Formalização da Demanda – DFD",1098557.75,2026-09-21T10:00:00,2026-10-01T10:00:00,00394452000103-1-019943/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16028505000342026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de serviço de organização de eventos e correlatos a serem realizados pelo Tribunal Regional do Trabalho da 1ª Região, sob demanda, em todo o Estado do Rio de Janeiro, abrangendo planejamento operacional, organização, execução, acompanhamento e fornecimento de bens, infraestrutura e apoio logístico, independentemente da prestação de serviços concomitante.",2345252.5,2026-09-16T08:00:00,2026-10-01T10:00:00,00509968000148-1-003103/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=08000905000832026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Contratação de empresa especializada para fornecer SOLUÇÃO TECNOLÓGICA INTEGRADA envolvendo sistema de tecnologia da informação, gerenciamento, comunicação e geolocalização para a perfeita operacionalização do Serviço de Atendimento Móvel de Urgência – SAMU 192 Capital Rio e do serviço de Transporte Inter-Hospitalar (TIH).",4167270.08,2026-09-16T10:30:00,2026-10-01T10:00:00,42498600000171-1-003931/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37423
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de Empresa especializada na locação de equipamentos destinados à Hemodiálise (Sistema de Tratamento Central de Água), incluindo a prestação de serviços de manutenção preventiva e corretiva, bem como o fornecimento de insumos específicos, necessários ao pleno funcionamento e atendimento do Serviço de Nefrologia do Hospital Federal da Lagoa, conforme condições, quantidades, especificações técnicas e demais exigências estabelecidas no Termo de Referência (TR) e seus anexos.",324908.16,2026-09-18T10:00:00,2026-10-01T10:00:00,00394544000185-1-000026/2027,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25010505001242027
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de bens de consumo para o GLOG-SC,244026.83,2026-09-18T10:00:00,2026-10-01T10:00:00,00394429000100-1-002392/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12066905000802026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Niterói,"Aquisição de Ferramentas, Equipamentos energéticos, peças de equipamentos diversos e  e material de sinalização​;",890120.79,2026-09-21T08:00:00,2026-10-01T10:00:00,28523215000106-1-000304/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15018205000062026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de medicamentos padronizados da grade USO GERAL V para uso regular no Hospital Federal de Ipanema, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.
",268144.15,2026-09-21T08:00:00,2026-10-01T10:00:00,00394544000185-1-000027/2027,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25010305001622027
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,Contratação de Empresa especializada em reperfilamento com instalação de Aros de Rodas.,0.0,2026-09-09T15:00:00,2026-10-01T10:30:00,42498600000171-1-003817/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37308
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,Aquisição de preservativo masculino.,0.0,2026-09-14T09:42:00,2026-10-01T11:00:00,42498600000171-1-003887/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37403
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"O presente termo de referência tem por objetivo estabelecer as condições para fornecimento do(s) medicamento(s): CLORIDRATO DE VARDENAFILA 20 MG COMPRIMIDO, SUCCINATO DE SOLIFENACINA 6 MG + CLORIDRATO DE TANSULOSINA 0,4 MG COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA, N-ACETILCISTEÍNA 600 MG PÓ GRANULADO e N-ACETILCISTEÍNA 600 MG COMPRIMIDO EFERVESCENTE através do Pregão Eletrônico para Registro de Preços, visando suprir as necessidades da Assessoria de Mandados Judiciais da Secretaria de Estado de Saúde do Rio de Janeiro, de acordo com as condições e especificações constantes neste Termo de Referência e no Edital, sob a égide da Lei n° 14.133/2021.",0.0,2026-09-14T10:13:00,2026-10-01T11:00:00,42498600000171-1-003892/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37408
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de materiais de hidráulica para auxiliar a execução dos serviços de manutenção predial visando a conservação das unidades administrativas da FBN.,99939.57,2026-09-21T08:00:00,2026-10-01T11:00:00,40176679000199-1-000071/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=34404205001982026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Registro de preços para aquisição de caixas organizadoras para armazenamento de materiais odontológicos para o atendimento das necessidades Da Policlínica Naval Nossa Senhora da Glória.,4608.04,2026-09-25T16:00:00,2026-10-01T12:00:00,00394502000144-1-011799/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76570406001632026
