modalidade,situacao,esfera,orgao,uf,municipio,objeto,valor,abertura,encerramento,numero_pncp,link
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação, por registro de preço, pelo prazo 01 (um) ano, de empresa especializada para  Retirada, Recuperação e Instalação de Compressores da Marca CARLYLE/CARRIER Modelos 06NW2250, 06NW2209, 06NA2250 e 06NA2209, ou equivalentes instalados em Chillers nos prédios da Justiça Federal de 1° Grau do Rio de Janeiro, conforme Anexo I (Termo de Referência).",501733.62,2026-09-18T08:00:00,2026-10-05T13:00:00,05424540000116-1-000066/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=09001605003982026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Registro de preços para aquisição de equipamentos diversos (balança digital antropométrica, bebedouro,
biombo, cadeira de rodas, cafeteira elétrica, carrinho para transporte de volumes,
claviculário, escada auxiliar hospitalar, forno de micro-ondas, mesa/maca fixa para
exames, negatoscópio, purificador de água, refrigerador duplex, relógio digital
despertador, suporte para lençol hospitalar, suporte triarticulado para televisores,
tela retrátil manual, TV 32” Smart e ventiladores).",1076377.7,2026-09-22T08:00:00,2026-10-05T13:00:00,05424540000116-1-000067/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=09001605004002026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Aquisição de solução para expansão da solução de backup atualmente em operação nas dependências do Ministério Público do Estado do Rio de Janeiro, do fabricante Dell Technologies (Dell EMC), modelo PowerProtect DD9400. ",4796902.88,2026-09-23T08:00:00,2026-10-05T14:00:00,28305936000140-1-000316/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92515305002362026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro," 1 - Licença Adobe Creative Cloud VIP Teams Governamental All Apps:
Conjunto integrado de aplicações voltadas à criação, edição e tratamento de conteúdo gráfico, audiovisual e 
digital, incluindo ferramentas para design gráfico, edição de imagens, produção de vídeos, desenvolvimento de 
layouts e publicação de conteúdo, com ampla interoperabilidade entre os aplicativos.
2 - Licença Adobe Acrobat Pro DC VIP Teams Single App:
Solução destinada à criação, edição, conversão, assinatura e gerenciamento de documentos no formato PDF, 
incluindo funcionalidades avançadas para automação de fluxos documentais, proteção de arquivos e integração 
com processos digitais.
 3 Licença Autodesk AEC – Architecture, Engineering and Construction Collection:
Plataforma integrada de softwares especializados para elaboração, modelagem e análise de projetos de 
arquitetura, engenharia e construção, contemplando ferramentas CAD e BIM para desenvolvimento técnico, 
compatibilização de projetos e gestão de informações de engenharia.",235139.0,2026-09-21T09:00:00,2026-10-05T14:00:00,00489828000155-1-000524/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=20024705000482026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Compra de solução integrada de videoconferência, com câmera, microfones e alto-falantes embarcados, conforme especificado no Termo de Referência (Anexo I).",7705100.22,2026-09-22T11:00:00,2026-10-05T14:00:00,28538734000148-1-000222/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=03010005006372026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de material permanente, Mobiliário em Geral, para suprir as necessidades do 1º Depósito de Suprimento e demais integrantes do GCALC.",10528774.12,2026-09-23T08:00:00,2026-10-06T08:00:00,00394452000103-1-020561/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16030705001082026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"SISTEMA DE REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE SERVIÇO DE CONFECÇÃO E INSTALAÇÃO DE VIDRAÇARIA, PELÍCULA PROTETORA E PORTAS DE ALUMÍNIO DOS CAMAROTES DA EFOMM.",708298.0,2026-09-22T08:00:00,2026-10-06T08:00:00,00394502000144-1-012128/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=75210005001602026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de empresa especializada na prestação de serviços de limpeza, asseio e conservação predial, por grupo, nos termos da tabela abaixo, visando a obtenção de adequadas condições de salubridade e higiene, com a disponibilização de mão de obra exclusiva, saneantes domissanitários, materiais e equipamentos, a serem realizados na Pagadoria de Pessoal da Marinha do Brasil (PAPEM).",392283.96,2026-09-22T08:00:00,2026-10-06T08:00:00,00394502000144-1-012129/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=77320205000462026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de empresa especializada para prestação de serviços de manutenção preventiva, corretiva, urgente e emergencial em câmaras frigoríficas, com fornecimento e substituição de peças, componentes e acessórios.",22833.85,2026-10-01T08:00:00,2026-10-06T08:00:00,00394502000144-1-012261/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=78120006000662026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de Gênero Alimentícios,5381467.75,2026-09-24T08:30:00,2026-10-06T08:30:00,00394502000144-1-012353/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76572005000282026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,AQUISIÇÃO DE BARRICAS DE PAPELÃO (PROCESSO: 25410.011193/2025-90),188007.67,2026-09-21T09:00:00,2026-10-06T08:59:00,00394544000185-1-002022/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005205008882026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,AQUISIÇÃO DE MATERIAL CIRÚRGICO.,153192.0,2026-09-21T09:00:00,2026-10-06T08:59:00,00394544000185-1-002026/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005205008562026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de BOMBONAS;PEAD; ALCA,MOLDADA  e ITENS da MARCA NOVA ÉTICA",0.0,2026-09-24T09:00:00,2026-10-06T08:59:00,33781055000135-1-001660/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25444505003672026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Niterói,"Cessão de Uso, a título oneroso do compartimento com 112,37m², localizado na Base Naval do Rio de Janeiro, para instalação de 1 (um) Posto de Atendimento Bancário (PAB) no Complexo Naval do Mocanguê. ",272400.0,2026-09-18T08:30:00,2026-10-06T09:00:00,00394502000144-1-009671/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=79180005000102026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição por Registro de preços, de materiais para Manutenção e Conservação de bens móveis e imóveis.",1179867.92,2026-09-24T08:00:00,2026-10-06T09:00:00,00394502000144-1-010142/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=72030505001602026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Resende,Prestação de serviço de recarga e manutenção de extintores para o Hospital Militar de Resende.,52034.0,2026-09-21T09:00:00,2026-10-06T09:00:00,00394452000103-1-020421/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16023905000172026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Registro de preços para a eventual aquisição de Mobiliário Geral, incluindo montagem, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.",3210651.96,2026-09-21T08:00:00,2026-10-06T09:00:00,33781055000135-1-001621/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25442005000052026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de materiais e equipamentos para o sistema de vigilância eletrônica do Grupamento de Apoio Logístico de Campanha (GALC).,64517.88,2026-09-24T09:00:00,2026-10-06T09:00:00,00394429000100-1-002464/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12062305000982026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro, Aquisição de materiais de expediente e de acondicionamento e embalagem,6968147.18,2026-09-23T09:00:00,2026-10-06T09:01:00,00394452000103-1-020582/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16031505000772026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição eventual de saneantes, antissépticos, levonorgestrel sistema intrauterino e outros medicamentos.",0.0,2026-09-23T08:00:00,2026-10-06T09:30:00,33781055000135-1-001482/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25444705001972026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,REGISTRO DE PREÇO PARA AQUISIÇÃO DE MOBILIÁRIO,249427.44,2026-09-21T09:30:00,2026-10-06T09:30:00,00394502000144-1-011843/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=74402105000882026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de material permanente hospitalar composto de sistema de ultrassonografia de alta resolução com software dedicado à realização de biópsia prostática por fusão de imagens entre ressonância magnética
multiparamétrica e ultrassonografia transretal em tempo real e componentes acessórios, pistola de biópsia percutânea reutilizável, automática e agulhas estéreis para biópsia de tecido mole, tipo Tru-cut ( REP PE 90031/2026)",79533.32,2026-09-18T09:30:00,2026-10-06T09:30:00,00394502000144-1-011965/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76572005002272026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de materiais e equipamentos diversos, classificados como não
TIC, para atendimento das necessidades da Superintendência de Sistemas.",85546.61,2026-09-23T09:30:00,2026-10-06T09:30:00,00394502000144-1-012146/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=74402105001342026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Registro de Preços para aquisição de material de expediente, limpeza e higiene, conforme condições e exigências estabelecidas no instrumento convocatório.",6806733.31,2026-09-24T09:30:00,2026-10-06T09:30:00,00394502000144-1-012233/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=74001505000382026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de 02 (duas) Bombas para Transferência de Óleo Combustível (BTOC) para emprego no Navio-Patrulha de 500t - NPa
“Miramar”.",170940.0,2026-09-24T09:30:00,2026-10-06T09:30:00,00394502000144-1-012347/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=74001405001932026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Fornecimento de 01 (uma), Máquina de Medição de Erro Geométrico – Circularímetro, juntamente com seus respectivos acessórios, documentação, sobressalentes, instalação, treinamento, manutenção, testes funcionais e garantia, para utilização no Laboratório da CLABI.N, localizado na FCN – Reconversão e Pastilhas, posto CIF nas Indústrias Nucleares do Brasil S/A - INB, localizada no município de Resende / RJ, em conformidade com o Termo de Referência. (www.inb.gov.br/licitacoes)",0.0,2026-09-11T10:53:00,2026-10-06T09:59:00,37115383000153-1-000112/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=11320605000252026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de empresa especializada para Execução dos Serviços Necessários de Manutenção Rodoviária  (Conservação/Recuperação) na Rodovia BR - 485/RJ, trecho: Entr. BR - 116 (ITATIAIA) - Div. RJ/MG –,  subtrecho: Entr. BR -116 (ITATIAIA) km 0,00 - Div. RJ/MG, segmento: km 0,00 ao km 13,70 e do km 34,00 ao  km 37,90, extensão: 17,60 km em Pista Simples, sobre jurisdição da Superintendência Regional DNIT/RJ, no  âmbito do Plano Anual de Trabalho e Orçamento - PATO,",19720913.89,2026-09-21T08:00:00,2026-10-06T10:00:00,04892707001425-1-000025/2025,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=39301905902352025
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,Registro de preço para serviço de Combustível,638715812.13,2026-09-21T14:07:00,2026-10-06T10:00:00,42498600000171-1-003091/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37133
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Pregão SRP - Aquisição de material de copa e cozinha, de aparelhos e utensílios domésticos - Material Permanente",6408055.16,2026-09-24T10:00:00,2026-10-06T10:00:00,00394452000103-1-019376/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16028905000662026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de pessoa jurídica prestadora de serviços especializados para fornecimento, transporte, montagem, manutenção durante o evento e desmontagem de arquibancada metálica coberta, destinada à acomodação de espectadores sentados, para utilização nas solenidades e formaturas realizadas pelo Centro de Instrução Almirante Wandenkolk (CIAW).",904853.3,2026-09-22T10:00:00,2026-10-06T10:00:00,00394502000144-1-000225/2027,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76220005000222027
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"O objeto da presente licitação é a escolha da proposta mais vantajosa para a aquisição de materiais de consumo
e materiais permanentes destinados ao Parque Nacional da Tijuca e às Unidades de Conservação integrantes do
Mosaico Carioca. ",60100.23,2026-09-17T10:00:00,2026-10-06T10:00:00,08829974000194-1-000050/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=44305505000372026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de empresa para prestação de serviços de manutenção de arcondicionado, preventiva e corretiva, a ser realizadas sob demanda para as Unidades: PSU E PSF Volta Redonda; PSU Petrópolis; Escritório Avançado de Nova Friburgo; PSU e PSF Niterói e PSU e PSF Campos dos Goytacazes e mostra-se imprescindível para assegurar a continuidade das atividades institucionais, a preservação da saúde dos servidores, colaboradores e usuários, bem como o cumprimento da legislação sanitária vigente. ",212046.28,2026-09-17T08:00:00,2026-10-06T10:00:00,26994558000123-1-000155/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=11010205000202026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Resende,Contratação de serviços contínuos de locação de cabines sanitárias portáteis,653800.0,2026-09-22T08:48:00,2026-10-06T10:00:00,00394452000103-1-020161/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16024905000462026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição e instalação de divisórias no ambiente do CMI,210050.16,2026-09-21T08:00:00,2026-10-06T10:00:00,42519488000108-1-000038/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=34400105001322026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de materiais, ferramentas, equipamentos e componentes para o curso de Energias Renováveis do CEFET/RJ, unidade de
Maria da Graça.",15469.42,2026-09-22T10:00:00,2026-10-06T10:00:00,42441758000105-1-000139/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15301005002032026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Prestação de serviços continuados de suporte e atendimento técnico aos usuários na área de Tecnologia da Informação e Comunicação (TIC), com central de atendimento remota e presencial na modalidade Service Desk, bem como suporte, sustentação e operação dos serviços e da infraestrutura de TIC da Empresa de Pesquisa Energética (EPE), além da execução de tarefas de demanda não rotineiras",3370104.96,2026-09-22T09:00:00,2026-10-06T10:00:00,06977747000180-1-000130/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=32500105001322026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Angra dos Reis,"Contratação de serviço especializado, com fornecimento de material, manutenção e instalação de aparelhos e sistemas de refrigeração, em proveito do Colégio Naval (CN).",5024847.05,2026-09-22T08:00:00,2026-10-06T10:00:00,00394502000144-1-012127/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76230005000422026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de Serviços de Instalação e Manutenção Corretiva em Equipamentos de Rancho da Seção de Subsistência,, conforme condições (SSUB) do Grupamento de Apoio (GAP-RJ) do Rio de Janeiro.",11482528.59,2026-09-22T10:00:00,2026-10-06T10:00:00,00394429000100-1-000015/2027,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12003905000812027
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"AQUISIÇÃO DE IMPLANTES ORTOPÉDICOS EM REGIME DE CONSIGNAÇÃO COM COMODATO (COMPONENTE ACETABULAR, NÃO CIMENTADO E OUTROS)",0.0,2026-09-23T10:00:00,2026-10-06T10:00:00,00394544000185-1-003219/2025,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005705001882025
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,REGISTRO DE PREÇOS AQUISIÇÃO DE IMPLANTES ORTOPÉDICOS EM REGIME DE CONSIGNAÇÃO COM COMODATO (PARAFUSO BLOQUEADO E OUTROS),0.0,2026-09-23T10:00:00,2026-10-06T10:00:00,00394544000185-1-002048/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005705001092026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Eventual aquisição de material de alojamento e ferramentas industriais, visando atender às demandas de formação, instrução e suporte logístico dos alunos da Escola de Sargentos de  Logística (EsSLog), do Centro de Educação a Distância do Exército, do Colégio Militar da Vila Militar (CMVM)  e do Centro Conjunto de Operações de Paz do Brasil (CCOPAB), conforme condições, quantidades e especificações constantes no Termo de Referência.",4729627.32,2026-09-24T10:00:00,2026-10-06T10:00:00,00394452000103-1-020804/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16031805000782026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição  de cartucho  compatível  (toner),  de  1º  uso,    para  as  impressoras  BROTHER  DCP-L2540DW,  por registro de preços, nos termos e condições especificadas no Termo de Referência. ",83907.3,2026-09-24T08:00:00,2026-10-06T10:00:00,33787094000140-1-000433/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=11460105002102026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Angra dos Reis,Eventual aquisição de equipamentos permanentes e materiais para a seção de enfermaria  do Colégio Naval,659215.78,2026-09-24T10:00:00,2026-10-06T10:00:00,00394502000144-1-012344/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76230005000412026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de baterias para reposição do banco das células de energia dos nobreaks e equipamentos para atualização e expansão da central de monitoramento de incêndio da SR/PF/RJ, sem instalação.",361509.89,2026-09-24T08:00:00,2026-10-06T10:00:00,00394494000136-1-001074/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=20035605000462026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Seropédica,"Aquisição – Contratação de empresa especializada na confecção e fornecimento de camisas, conforme condições, quantidades e exigências estabelecidas no edital e anexos.",6858.6,2026-09-24T08:00:00,2026-10-06T10:00:00,29427465000105-1-000034/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15316605001032026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de serviços de atualização, suporte e manutenção para licenças do software CA Service Desk Manager pelo período de 12 (doze) meses, nas condições estabelecidas no Termo de Referência. ",205600.8,2026-09-22T08:00:00,2026-10-06T10:29:00,02313673000127-1-000107/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=32303105000782026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"aquisição de Cabos Elétricos para atender demandas da SEUTI/DEMAN, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.",0.0,2026-09-17T08:00:00,2026-10-06T10:30:00,34164319000174-1-000170/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=17908305001342026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de solução integrada de segurança e conectividade, composta pela implantação de firewall corporativo e solução de rede sem fio (Wi‑Fi), incluindo fornecimento dos equipamentos, serviços de instalação, suporte técnico especializado, subscrição de licenças, atualizações, manutenção e garantia",7825942.09,2026-09-24T08:00:00,2026-10-06T10:30:00,02313673000127-1-000109/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=32303105001172026
Concorrência - Eletrônica,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Prestação de serviço de restauração integral de gradis, portões e esquadrias metálicos do Palácio Guanabara, do Arquivo Público do Estado do Rio de Janeiro (APERJ) e do Palácio das Laranjeiras LOTE 01- PALÁCIO GUANABARA",3906249.37,2026-08-24T11:30:00,2026-10-06T10:50:00,42498600000171-1-003562/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37306
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,MATERIAIS DE LABORATÓRIO - LABORATÓRIO - MEIOS DE CULTURA  ,149639.29,2026-09-24T08:00:00,2026-10-06T11:00:00,00394544000185-1-002054/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005905002882026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de material de laboratório (Glicose Anidra) ao IMPG/UFRJ,288.0,2026-09-25T08:00:00,2026-10-06T12:00:00,33663683000116-1-000463/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15314506001702026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Prestação de serviços continuados de Apoio à Administração no que concerne às atividades pertinentes ao posto de “Servente/Carregador”, incluindo transporte de mobiliário, materiais, objetos e equipamentos, com a disponibilização de mão de obra necessários à execução dos serviços nos imóveis da Procuradoria Geral do Estado do Rio de Janeiro (PGE) e/ou por ela manutenidos, conforme disposições no Termo de Referência (TR) e de acordo com a legislação vigente.",1283148.24,2026-09-22T13:00:00,2026-10-06T13:00:00,42498600000171-1-003980/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37448
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de 25 (vinte e cinco) coletes balísticos, conforme especificações estipuladas no Termo de Referência - Anexo I, do Edital.",199816.75,2026-09-24T08:00:00,2026-10-06T13:00:00,32243347000151-1-000163/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=09002805001022026
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,AQUISIÇÃO DE MATERIAL PERMANENTE PARA O SERVIÇO DE PROCTOLOGIA DO HCPM E HPMNIT DA SEPM,60000.64,2026-09-25T08:00:00,2026-10-06T13:59:00,42498600000171-1-004042/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37429
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de materiais de carpintaria, ferramentas e EPI",409595.42,2026-09-24T08:00:00,2026-10-07T08:00:00,00394502000144-1-012350/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76572005002792026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,MAI - Trata-se de máscaras termoplásticas para imobilização dos pacientes submetidos à radioterapia de cabeça e pescoço e sistema nervoso central.,191045.25,2026-09-18T09:00:00,2026-10-07T08:59:00,00394544000185-1-002004/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005205002202026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,AQUISIÇÃO DE FIOS CIRÚRGICOS,140020.81,2026-09-21T09:00:00,2026-10-07T08:59:00,00394544000185-1-002025/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005205008822026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Contratação de serviço de manutenção de câmaras frigoríficas,7990206.0,2026-09-22T09:00:00,2026-10-07T09:00:00,00394429000100-1-001997/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12064505002062026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Cessão onerosa de uso de bem imóvel da União, localizado no campus da Universidade da Força Aérea (UNIFA), destinado à instalação e operação de agência ou posto de atendimento bancário.",12500.0,2026-09-23T09:00:00,2026-10-07T09:00:00,00394429000100-1-002454/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12062305002762026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,COLCHÃO HOSPITALAR PNEUMÁTICO E COLCHÃO HOSPITALAR PIRAMIDAL CAIXA DE OVO.,0.0,2026-09-23T10:05:00,2026-10-07T09:00:00,42498600000171-1-004013/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37466
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de Desumidificador de
ambiente, estabilizador 5kVA, seladora de tubos portátil e sensor para oxímetro de ambiente para o
Centro de Processamento Celular,",154292.98,2026-09-24T08:00:00,2026-10-07T09:00:00,00394502000144-1-012345/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76572005002852026
